6851,0.2603529313
39351,0.2649708508
820,0.2701778437
41952,0.2755445083
44707,0.2774884082
807,0.2847773722
4097,0.2878991987
756,0.2900172932
44656,0.2906770133
1447,0.2916606173
1028,0.2938053916
39249,0.2948894642
4303,0.2969716737
134,0.2975338177
963,0.2980336348
6124,0.2998988725
1498,0.301421467
6111,0.3017786236
757,0.3019457508
4098,0.3034651834
8828,0.3036604697
8879,0.3045013244
825,0.3057641697
3523,0.3060367789
1500,0.3061982775
3411,0.3062555352
3421,0.3076432057
287,0.3083269379
11635,0.3085790897
6129,0.3098285785
976,0.3104116853
2837,0.3106266422
6128,0.3110524089
3577,0.311076606
8918,0.3113223623
11570,0.3114995466
8868,0.3119007476
872,0.3119154302
859,0.3121087291
4355,0.3122032027
5603,0.312268387
6117,0.3123886823
52768,0.3125798991
39250,0.3128272056
107577,0.3128640155
11532,0.3128974526
8866,0.3129743333
1496,0.3133577146
35961,0.3134110728
52819,0.3139148416
769,0.3140079773
36654,0.3140581049
3564,0.3144332749
6118,0.3144417788
9491,0.3148276977
16941,0.3152487169
6175,0.3152534281
2825,0.3155537337
36601,0.3159775845
8815,0.3161287844
2875,0.3164637141
74503,0.3168080704
183,0.3172864328
36648,0.3180580464
3720,0.3181287882
9504,0.3184255081
4199,0.3184655835
770,0.31857198
14963,0.318748824
911,0.3187948499
9505,0.318961936
3575,0.3193769022
35924,0.3195077625
3668,0.3197069636
47360,0.3203836488
3412,0.320714324
3627,0.3210032611
39239,0.3213742483
1445,0.3214450742
36652,0.3214646428
1449,0.3214774055
6955,0.3216450933
42003,0.3219256712
11622,0.3223521181
47411,0.3226774021
44764,0.3227092977
4305,0.3229268559
39251,0.3231520581
6803,0.323431899
42315,0.3238382171
1652,0.3239072484
83,0.323966499
14236,0.324003078
39358,0.3243108985
1548,0.3243446233
83188,0.3243618144
41956,0.3248296
4202,0.3250753602
4407,0.3254486137
23024,0.3256635789
14274,0.3258209736
7059,0.3260564576
6807,0.3262086394
3422,0.3263032349
743,0.3263071976
1757,0.3263688963
1446,0.3263767873
56,0.3267845697
12259,0.3270455803
36598,0.3271306225
50115,0.3273114307
810,0.3274058383
14223,0.3275310861
6283,0.3276161391
37273,0.3276228875
1015,0.3277226292
7007,0.3284061552
44760,0.3287085802
20321,0.3287706216
39455,0.3288872722
35959,0.3290997894
6795,0.329232044
3408,0.3292490185
6332,0.3294037854
2175,0.3296147668
12210,0.329794804
6178,0.3298681168
4253,0.3299086949
17667,0.3299971967
11507,0.3301068557
71803,0.3301957702
14913,0.3302075041
2925,0.3302635511
55627,0.330277002
3666,0.330293563
35923,0.3305110595
3425,0.3305521836
14391,0.3306284026
3513,0.3306670749
71736,0.3306951009
16991,0.330700885
14287,0.3308042763
11519,0.3308802494
44709,0.3309277806
45332,0.3311421089
42160,0.3313975162
36756,0.3314448588
45389,0.3314774457
14392,0.3317651011
3423,0.331835084
41483,0.3318481827
75079,0.331859638
19631,0.3320435314
3718,0.3320712494
4099,0.3323030033
81,0.3323910619
39407,0.3324733898
3397,0.3325650886
3582,0.3327193711
16940,0.3329463392
8816,0.3331685001
42632,0.3332545737
1704,0.3334967989
8870,0.3335149433
6956,0.3335378522
6386,0.3336363251
6800,0.3337531596
39507,0.3337561925
6791,0.3338793244
17617,0.3339554726
36700,0.3340757814
248,0.3345420768
44644,0.3345886028
11506,0.3345989936
11533,0.334828205
50168,0.3348552619
926,0.3350240538
42628,0.3351405765
1756,0.3351747889
3616,0.33519238
9075,0.3354052553
